ARE1	sterol acyltransferase SAT2|Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme
ARE2	sterol acyltransferase SAT1|Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme
ARF1	Arf family GTPase ARF1|ADP-Ribosylation Factor
ARF2	Arf family GTPase ARF2|ADP-Ribosylation Factor
ARF3	ARL2 Arf family GTPase ARF3|ADP-Ribosylation Factor
ARG1	argininosuccinate synthase ARG10|ARGinine requiring
ARG2	acetyl-CoA:L-glutamate N-acetyltransferase HRB574|ARGinine requiring
ARG3	argF ornithine carbamoyltransferase|ARGinine requiring
ARG4	argininosuccinate lyase ARG4|ARGinine requiring
ARG5,6	bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase|ARGinine requiring
ARG7	glutamate N-acetyltransferase ECM40|ARGinine requiring
ARG8	acetylornithine transaminase|ARGinine requiring
ARG80	ARGR1 ARGRI|ARGinine requiring
ARG81	ARGR2 ARGRII|ARGinine requiring
ARG82	ARGRIII inositol polyphosphate multikinase ARGR3 IPK2|ARGinine requiring
ARH1	NADPH-adrenodoxin reductase|Adrenodoxin Reductase Homolog
ARI1	carbonyl reductase (NADPH-dependent) ARI1|Aldehyde Reductase Intermediate, subclass of SDR
ARK1	serine/threonine protein kinase ARK1|Actin Regulating Kinase
ARL1	DLP2 Arf family GTPase ARL1|ADP-Ribosylation factor-Like
ARL3	Arf family GTPase ARL3|ADP-Ribosylation factor-Like
ARN1	AFT1 ReguloN
ARN2	TAF1|AFT1 ReguloN
ARO1	pentafunctional protein ARO1p|AROmatic amino acid requiring
ARO10	phenylpyruvate decarboxylase ARO10|AROmatic amino acid requiring
ARO2	bifunctional chorismate synthase/riboflavin reductase [NAD(P)H] ARO2|AROmatic amino acid requiring
ARO3	3-deoxy-7-phosphoheptulonate synthase ARO3|AROmatic amino acid requiring
ARO4	3-deoxy-7-phosphoheptulonate synthase ARO4|AROmatic amino acid requiring
ARO7	chorismate mutase ARO7 TYR7 HGS1 OSM2|AROmatic amino acid requiring
ARO8	bifunctional 2-aminoadipate transaminase/aromatic-amino-acid:2-oxoglutarate transaminase|AROmatic amino acid requiring
ARO80	AROmatic amino acid requiring
ARO9	aromatic-amino-acid:2-oxoglutarate transaminase|AROmatic amino acid requiring
ARP1	actin-related protein 1 ACT5|Actin-Related Protein
ARP10	Actin-Related Protein
ARP2	ACT2 actin-related protein 2|Actin-Related Protein
ARP3	actin-related protein 3 ACT4|Actin-Related Protein
ARP4	ACT3|Actin-Related Protein
ARP5	Actin-Related Protein
ARP6	Actin-Related Protein
ARP7	SWP61 RSC11|Actin-Related Protein
ARP8	Actin-Related Protein
ARP9	RSC12 SWP59|Actin-Related Protein
ARR1	YAP8 ACR1|ARsenicals Resistance
ARR2	ACR2|ARsenicals Resistance
ARR3	ACR3|ARsenicals Resistance
ART10	Arrestin-Related Trafficking adaptors
ART5	Arrestin-Related Trafficking adaptors
ARV1	sterol homeostasis protein ARV1|ARE2 Required for Viability
ARX1	Associated with Ribosomal eXport complex
ASA1	AStra Associated protein
ASC1	NAD1 guanine nucleotide-binding protein subunit beta ASU9 CPC2|Absence of growth Suppressor of Cyp1
ASE1	YOR29-09|Anaphase Spindle Elongation
ASF1	nucleosome assembly factor ASF1 CIA1|Anti-Silencing Function
ASF2	Anti-Silencing Function
ASG1	Activator of Stress Genes
ASG7	a-Specific Gene
ASH1	DNA-binding transcription repressor ASH1|Asymmetric Synthesis of HO
ASI1	putative ubiquitin-protein ligase ASI1|Amino acid Sensor-Independent
ASI2	Amino acid Sensor-Independent
ASI3	putative ubiquitin-protein ligase ASI3|Amino acid Sensor-Independent
ASK1	Associated with Spindles and Kinetochores
ASK10	RGC2|Activator of SKn7
ASM4	NUP59 FG-nucleoporin ASM4
ASN1	asparagine synthase (glutamine-hydrolyzing) 1|ASparagiNe requiring
ASN2	asparagine synthase (glutamine-hydrolyzing) 2|ASparagiNe requiring
ASP1	asparaginase ASP1|ASParaginase
ASP3-1	ASP3 asparaginase ASP3-1|ASParaginase
ASP3-2	ASP3 asparaginase ASP3-2|ASParaginase
ASP3-3	ASP3 asparaginase ASP3-3|ASParaginase
ASP3-4	asparaginase ASP3-4 ASP3|ASParaginase
ASR1	ubiquitin-protein ligase ASR1|Alcohol Sensitive Ring/PHD finger
AST1	ATPase STabilizing
AST2	ATPase STabilizing
ATC1	LIC4|Aip Three Complex
ATE1	Arginyl-tRNA-protein transfErase
ATF1	alcohol O-acetyltransferase|AcetylTransFerase
ATF2	alcohol O-acetyltransferase|AcetylTransFerase
ATG1	serine/threonine protein kinase ATG1 APG1 CVT10 AUT3|AuTophaGy related
ATG10	APG10 E2-like conjugating enzyme|AuTophaGy related
ATG11	CVT9 CVT3 autophagy protein ATG11|AuTophaGy related
ATG12	APG12|AuTophaGy related
ATG13	APG13 serine/threonine protein kinase regulatory subunit ATG13|AuTophaGy related
ATG14	APG14 CVT12|AuTophaGy related
ATG15	AUT5 CVT17 triglyceride lipase ATG15|AuTophaGy related
ATG16	APG16 SAP18 CVT11 APG15|AuTophaGy related
ATG17	APG17 protein kinase regulatory subunit ATG17|AuTophaGy related
ATG18	NMR1 phosphoinositide binding protein ATG18 SVP1 CVT18 AUT10|AuTophaGy related
ATG19	CVT19|AuTophaGy related
ATG2	SPO72 AUT8 APG2|AuTophaGy related
ATG20	CVT20 SNX42|AuTophaGy related
ATG21	MAI1 HSV1|AuTophaGy related
ATG22	AUT4|AuTophaGy related
ATG23	CVT23|AuTophaGy related
ATG26	UGT51|AuTophaGy related
ATG27	ETF1|AuTophaGy related
ATG29	AuTophaGy related
ATG3	AUT1 APG3|AuTophaGy related
ATG31	CIS1|AuTophaGy related
ATG32	ECM37 mitophagy protein ATG32|AuTophaGy related
ATG33	AuTophaGy related
ATG34	ATG19-B|AuTophaGy related
ATG36	AuTophaGy related
ATG38	AuTophaGy related
ATG39	QNQ1|AuTophaGy related
ATG4	AUT2 cysteine protease ATG4 APG4|AuTophaGy related
ATG40	AuTophaGy related
ATG5	APG5|AuTophaGy related
ATG7	APG11 CVT2 APG7|AuTophaGy related
ATG8	ubiquitin-like protein ATG8 APG8 CVT5 AUT7|AuTophaGy related
ATG9	APG9 CVT6 autophagy protein ATG9 AUT9 CVT7|AuTophaGy related
ATH1	alpha,alpha-trehalase ATH1|Acid TreHalase
ATM1	ATP-binding cassette Fe/S cluster precursor transporter ATM1|ABC Transporter, Mitochondrial
ATO2	putative ammonium permease ATO2 FUN34|Ammonia (Ammonium) Transport Outward
ATO3	putative ammonium permease ATO3|Ammonia (Ammonium) Transport Outward
ATP1	F1F0 ATP synthase subunit alpha|ATP synthase
ATP10	ATP synthase
ATP11	ATP synthase
ATP12	ATP synthase complex assembly protein ATP12|ATP synthase
ATP14	F1F0 ATP synthase subunit h|ATP synthase
ATP15	F1F0 ATP synthase subunit epsilon ATPEPSILON|ATP synthase
ATP16	F1F0 ATP synthase subunit delta|ATP synthase
ATP17	F1F0 ATP synthase subunit f|ATP synthase
ATP18	F1F0 ATP synthase subunit i|ATP synthase
ATP19	F1F0 ATP synthase subunit k|ATP synthase
ATP2	F1F0 ATP synthase subunit beta|ATP synthase
ATP20	F1F0 ATP synthase subunit g|ATP synthase
ATP22	TCM10|ATPase synthase
ATP23	putative metalloprotease
ATP25	LRC4|ATPase
ATP3	F1F0 ATP synthase subunit gamma|ATP synthase
ATP4	F1F0 ATP synthase subunit 4 LPF7|ATP synthase
ATP5	OSC1 F1F0 ATP synthase subunit 5|ATP synthase
ATP6	F1F0 ATP synthase subunit a PHO1 OLI4 OLI2|ATP synthase
ATP7	F1F0 ATP synthase subunit d|ATP synthase
ATP8	F1F0 ATP synthase subunit 8 AAP1|ATP synthase
ATR1	SNQ1|AminoTriazole Resistance
ATS1	KTI13 FUN28|Alpha Tubulin Suppressor
ATX1	copper metallochaperone ATX1|AnTioXidant
ATX2	Mn(2+) transporter ATX2 YOR29-30|AnTioXidant
AUA1	YFL011W-A|Amino acid Uptake Activation
AUR1	inositol phosphorylceramide synthase|AUreobasidin A Resistance
AUS1	ATP-binding cassette sterol transporter AUS1|ABC protein involved in Uptake of Sterols
AVL9	Apl2 Vps1 Lethal
AVO1	Adheres VOraciously (to TOR2)
AVO2	Adheres VOraciously (to TOR2)
AVT1	Amino acid Vacuolar Transport
AVT2	Amino acid Vacuolar Transport
AVT3	Amino acid Vacuolar Transport
AVT4	Amino acid Vacuolar Transport
AVT5	Amino acid Vacuolar Transport
AVT6	Amino acid Vacuolar Transport
AVT7	Amino acid Vacuolar Transport
AXL1	FUS5 STE22|AXiaL budding
AXL2	SRO4 BUD10|AXiaL budding pattern
AYR1	acylglycerone-phosphate reductase GBG1|1-AcyldihYdroxyacetone-phosphate Reductase
AYT1	AcetYlTransferase
AZF1	Asparagine-rich Zinc-Finger
AZR1	Acetic Acid and AZoles Resistance
BAG7	
BAP2	branched-chain amino acid permease BAP2|Branched-chain Amino acid Permease
BAP3	amino acid transporter BAP3 PAP1|Branched-chain Amino acid Permease
BAR1	SST1 aspartyl protease BAR1|BARrier to the alpha factor response
BAS1	BASal
BAT1	ECA39 branched-chain-amino-acid transaminase BAT1 TWT1|Branched-chain Amino acid Transaminase
BAT2	TWT2 ECA40 branched-chain-amino-acid transaminase BAT2|Branched-chain Amino acid Transaminase
BBC1	YJL021C MTI1|Bni1 synthetic lethal and Bee1 (las17) Complex member
BBP1	Bfr1 Binding Protein
BCD1	Box C/D snoRNA accumulation
BCH1	Bud7 and Chs6 Homolog
BCH2	FMP50|Bud7 and Chs6 Homolog
BCK1	SLK1 SSP31 SAP3 LAS3 mitogen-activated protein kinase kinase kinase BCK1|Bypass of C Kinase
BCK2	CTR7|Bypass of C Kinase
BCP1	protein-transporting protein BCP1
BCS1	bifunctional AAA family ATPase chaperone/translocase BCS1|ubiquinol-cytochrome c reductase (bc1) Synthesis
BCY1	cAMP-dependent protein kinase regulatory subunit BCY1 SRA1|Bypass of CYclic-AMP requirement
BDF1	chromatin-binding protein BDF1|BromoDomain Factor
BDF2	BromoDomain Factor
BDH1	(R,R)-butanediol dehydrogenase BDH|Butanediol DeHydrogenase
BDH2	putative dehydrogenase BDH2
BDP1	B" TFIIIB90 TFC5 transcription factor TFIIIB subunit BDP1 TFC7|B Double Prime
BDS1	Bacterially Derived Sulfatase
BEM1	SRO1 phosphatidylinositol-3-phosphate-binding protein BEM1|Bud EMergence
BEM2	TSL1 IPL2 SUP9|Bud EMergence
BEM3	Bud EMergence
BEM4	ROM7|Bud EMergence
BER1	Benomyl REsistant 1
BET1	SLY12|Blocked Early in Transport
BET2	Rab geranylgeranyltransferase BET2|Blocked Early in Transport
BET3	TRAPP complex core subunit BET3|Blocked Early in Transport
BET4	Rab geranylgeranyltransferase BET4|Blocked Early in Transport
BET5	TRAPP subunit BET5|Blocked Early in Transport
BFA1	IBD1
BFR1	BreFeldin A Resistance
BFR2	rRNA-processing protein BFR2|BreFeldin A Resistance
BGL2	SCW9 glucan 1,3-beta-glucosidase|Beta-GLucanase
BI2	cytochrome b mRNA maturase bI2
BI3	cytochrome b mRNA maturase bI3
BI4	intron-encoded RNA maturase bI4
BIG1	Bad In Glucose
BIK1	ARM5 PAC14|BIlateral Karyogamy defect
BIL1	EDO1|Bud6-Interacting Ligand
BIM1	EB1 YEB1 microtubule-binding protein BIM1|BInding to Microtubules
BIO2	biotin synthase|BIOtin
BIO3	adenosylmethionine-8-amino-7-oxononanoate transaminase|BIOtin
BIO4	dethiobiotin synthase|BIOtin
BIO5	BIOtin
BIR1	Baculoviral IAP Repeat-containing protein
BIT2	Binding partner of Tor2p
BIT61	Binding partner of Tor2p
BLI1	BLoc-1 Interactor
BLM10	YFL006W|BLeoMycin resistance
BLS1	BLB1|BLoS1-homologue
BMH1	APR6 14-3-3 family protein BMH1|Brain Modulosignalin Homologue
BMH2	14-3-3 family protein BMH2 SCD3|Brain Modulosignalin Homologue
BMS1	GTPase BMS1|BMh Sensitive
BMT2	25S rRNA (adenine2142-N1)-methyltransferase|Base MethylTransferase of 25S RNA
BMT5	25S rRNA (uracil2634-N3)-methyltransferase|Base Methyltransferase of Twenty five S rRNA 5
BMT6	25S rRNA (uracil2843-N3)-methyltransferase|Base Methyltransferase of Twenty five S rRNA 6
BNA1	3-hydroxyanthranilate 3,4-dioxygenase HAD1|Biosynthesis of Nicotinic Acid
BNA2	dioxygenase BNA2|Biosynthesis of Nicotinic Acid
BNA3	Biosynthesis of Nicotinic Acid
BNA4	kynurenine 3-monooxygenase|Biosynthesis of Nicotinic Acid
BNA5	kynureninase|Biosynthesis of Nicotinic Acid
BNA6	nicotinate-nucleotide diphosphorylase (carboxylating) QPT1|Biosynthesis of Nicotinic Acid
BNA7	arylformamidase|Biosynthesis of NAD
BNI1	SHE5 PPF3 formin BNI1|Bud Neck Involved
BNI4	Bud Neck Involved
BNI5	Bud Neck Involved
BNR1	formin BNR1|BNi1 Related
BNS1	Bypasses Need for Spo12p
BOI1	GIN7 BOB1|Bem1 (One) Interacting protein
BOI2	BEB1|Bem1 (One) Interacting protein
BOP2	Bypass Of Pam1
BOP3	Bypass Of Pam1
BOR1	BORon transporter
BOS1	SEC32|Bet One Suppressor
BPH1	Beige Protein Homolog
BPL1	biotin--[acetyl-CoA-carboxylase] ligase BPL1 ACC2|Biotin:apoProtein Ligase
BPT1	ATP-binding cassette bilirubin transporter BPT1|Bile Pigment Transporter
BRE1	E3 ubiquitin-protein ligase BRE1|BREfeldin A sensitivity
BRE2	CPS60|BREfeldin A sensitivity
BRE4	BREfeldin A sensitivity
BRE5	BREfeldin A sensitivity
BRF1	PCF4 TDS4 transcription factor TFIIIB subunit BRF1 TFIIIB70|B-Related Factor
BRL1	BRr6 Like protein
